feature,importance
Desulfovibrio_piger + Desulfovibrio_sp.,0.02274008842722935
Bacteroides_cellulosilyticus + Bacteroides_clarus,0.02265903495820118
Olsenella_sp. + Olsenella_umbonata,0.022654970669842636
Roseburia_intestinalis + Roseburia_inulinivorans,0.022522816991253258
Dialister_invisus + Dialister_pneumosintes,0.02245063008780728
Slackia_isoflavoniconvertens + Sneathia_amnionii,0.022115139990228735
Marinobacter_excellens + Marinobacter_hydrocarbonoclasticus,0.02208922558201559
Bifidobacterium_catenulatum + Bifidobacterium_dentium,0.02180435782699457
Clostridium_difficile + Clostridium_disporicum,0.021394649994766174
Raoultella_ornithinolytica + Raoultella_planticola,0.02103548287234444
Bacteroides_massiliensis + Bacteroides_nordii,0.021016688841364355
Bifidobacterium_longum + Bifidobacterium_merycicum,0.0210038448609618
Parabacteroides_distasonis + Parabacteroides_goldsteinii,0.02088849990363075
Bacteroides_vulgatus + Bacteroides_xylanisolvens,0.02059809258645879
Lachnoclostridium_clostridioforme + Lachnoclostridium_oroticum,0.020441111706886186
Bacteroides_stercorirosoris + Bacteroides_stercoris,0.020331673825907337
Clostridium_bifermentans + Clostridium_bolteae,0.02021801883494934
Bifidobacterium_angulatum + Bifidobacterium_animalis,0.02020333825621987
Geobacillus_thermoleovorans + Geobacillus_vulcani,0.020063329855299586
Parabacteroides_merdae + Parabacteroides_sp.,0.02004800472331506
Parascardovia_denticolens + Parasutterella_excrementihominis,0.020025785345416054
Barnesiella_intestinihominis + Bifidobacterium_adolescentis,0.019948408544257657
Holdemania_filiformis + Holdemania_massiliensis,0.019937875475198655
Alistipes_onderdonkii + Alistipes_putredinis,0.01980716942431207
Blautia_wexlerae + Bordetella_sp.,0.01960727124155704
Pantoea_stewartii + Parabacteroides_distasonis,0.01957249698239853
Actinomyces_odontolyticus + Actinomyces_oris,0.019511816276325925
Roseburia_inulinivorans + Roseburia_sp.,0.019411230575350494
Coprobacillus_cateniformis + Coprococcus_catus,0.01869227372815544
Faecalibacterium_prausnitzii + Filifactor_alocis,0.018537190511681696
Bifidobacterium_breve + Bifidobacterium_catenulatum,0.018500807167814173
Roseburia_sp. + Roseicyclus_mahoneyensis,0.018368930863161093
Sutterella_wadsworthensis + Synergistes_sp.,0.0181704653452876
Actinobacillus_minor + Actinobacillus_parahaemolyticus,0.018138626387415733
Megasphaera_hominis + Megasphaera_micronuciformis,0.018117096447460082
Phascolarctobacterium_faecium + Phascolarctobacterium_sp.,0.01791617974347029
Dorea_Dorea + Dorea_formicigenerans,0.017816238838556167
Ruminococcus_gauvreauii + Ruminococcus_gnavus,0.017613241394628422
Methylophaga_thiooxydans + Methylophilus_methylotrophus,0.01747326604322443
Sarcina_ventriculi + Scardovia_inopinata,0.01738275803756182
Alistipes_sp. + Alistipes_timonensis,0.017346486132757924
Bilophila_wadsworthia + Blastococcus_aggregatus,0.017221435699994604
Lactobacillus_rogosae + Lactobacillus_ruminis,0.01683988801644874
Sutterella_parvirubra + Sutterella_sp.,0.01678003742648021
Trabulsiella_odontotermitis + Treponema_berlinense,0.016723949997599446
Bacteroides_ovatus + Bacteroides_pectinophilus,0.016685813875263154
Enterococcus_viikkiensis + Erwinia_rhapontici,0.016524937107284917
Shigella_boydii + Shigella_dysenteriae,0.016344479815969135
Clostridium_disporicum + Clostridium_fallax,0.016226792140429096
Dorea_longicatena + Dyella_ginsengisoli,0.016196705270988227
Veillonella_ratti + Veillonella_rodentium,0.016151793759862795
Eubacterium_eligens + Eubacterium_hadrum,0.015943127226969726
Cloacibacterium_normanense + Clostridium_aldenense,0.015804680915404337
Acinetobacter_johnsonii + Acinetobacter_lwoffii,0.015748544992970813
Ruminococcus_lactaris + Ruminococcus_sp.,0.015696215146971365
Blautia_producta + Blautia_sp.,0.015545014374419065
Klebsiella_pneumoniae + Klebsiella_singaporensis,0.01545938525540907
Phascolarctobacterium_sp. + Phascolarctobacterium_succinatutens,0.01536358854126053
Aggregatibacter_segnis + Agromyces_italicus,0.015140491693841901
Eubacterium_tenue + Eubacterium_ventriosum,0.014983322707501322
Catenibacterium_mitsuokai + Catonella_morbi,0.014875266874236601
Clostridium_aurantibutyricum + Clostridium_bartlettii,0.014828003065681609
Robinsoniella_peoriensis + Romboutsia_ilealis,0.014688370185166513
Streptococcus_vestibularis + Subdoligranulum_sp.,0.014654923177152545
Catonella_morbi + Caulobacter_fusiformis,0.01463738767446792
Coprococcus_eutactus + Coprococcus_sp.,0.014503186126499593
Geobacillus_thermoglucosidasius + Geobacillus_thermoleovorans,0.014440368295570792
Clostridium_paraputrificum + Clostridium_perfringens,0.014308229128424933
Bacteroides_caccae + Bacteroides_cellulosilyticus,0.014303222130480957
Gracilibacillus_sp. + Granulicatella_adiacens,0.014094746280132268
Clostridium_sordellii + Clostridium_sp.,0.01396568560300118
Clostridium_bartlettii + Clostridium_bifermentans,0.013832177614583375
Shigella_dysenteriae + Shigella_flexneri,0.013787425347081174
Blautia_hansenii + Blautia_luti,0.013590978731639797
Lactobacillus_secaliphilus + Lactobacillus_sp.,0.013505078396251632
Lactobacillus_iners + Lactobacillus_mucosae,0.013492038102118728
Bifidobacterium_stellenboschense + Bilophila_wadsworthia,0.013483352589695762
Streptococcus_salivarius + Streptococcus_sanguinis,0.013465381776283956
Salinicola_salarius + Salmonella_enterica,0.013315317434355444
Ruminococcus_faecis + Ruminococcus_flavefaciens,0.013154784728007577
Haemophilus_parainfluenzae + Haemophilus_pittmaniae,0.013146210081502798
Clostridium_glycyrrhizinilyticum + Clostridium_hathewayi,0.013130201696765945
Peptostreptococcus_russellii + Peptostreptococcus_stomatis,0.013104053547591669
Anaerostipes_butyraticus + Anaerostipes_caccae,0.013035923448936068
Bifidobacterium_ruminantium + Bifidobacterium_sp.,0.013023004600432661
Anaerobiospirillum_succiniciproducens + Anaerococcus_murdochii,0.013015647461606931
Selenomonas_bovis + _genomosp.,0.012776159155382553
Streptococcus_thermophilus + Streptococcus_urinalis,0.012492552515459738
Flavonifractor_plautii + Frateuria_sp.,0.012326083476388175
Actinomyces_sp. + Actinomyces_turicensis,0.012322813326322462
Bifidobacterium_bifidum + Bifidobacterium_breve,0.01222074131340101
Eubacterium_ventriosum + Eubacterium_xylanophilum,0.012136846006265365
Lachnobacterium_bovis + Lachnobacterium_sp.,0.01208660267514413
Lactobacillus_sp. + Lactobacillus_suntoryeus,0.012062502069534096
Howardella_ureilytica + Hydrotalea_flava,0.012018966818289633
Klebsiella_variicola + Kluyvera_ascorbata,0.011952003550443624
Actinomyces_radingae + Actinomyces_sp.,0.011827906421828077
Bifidobacterium_adolescentis + Bifidobacterium_angulatum,0.011756255008513329
Clostridium_maritimum + Clostridium_neonatale,0.0117127469661312
Prevotella_copri + Prevotella_corporis,0.011700886157524076
Lactobacillus_sakei + Lactobacillus_salivarius,0.011594218552329977
Phascolarctobacterium_succinatutens + Phenylobacterium_falsum,0.011441564126658487
Haemophilus_influenzae + Haemophilus_parainfluenzae,0.01121773811430335
Blastococcus_aggregatus + Blautia_faecis,0.011015024051560865
Parabacteroides_gordonii + Parabacteroides_johnsonii,0.010923752405013093
Desulfovibrio_oxamicus + Desulfovibrio_piger,0.010923067054360937
Campylobacter_gracilis + Campylobacter_hominis,0.010898569021779653
Clostridium_fallax + Clostridium_glycyrrhizinilyticum,0.010894129357265948
Devosia_insulae + Dialister_invisus,0.01087783497178842
Oribacterium_sinus + Oribacterium_sp.,0.010755677352745581
Clostridium_perfringens + Clostridium_ramosum,0.01074008568423889
Desulfovibrio_D168 + Desulfovibrio_desulfuricans,0.010663895042789293
_gelatinosus + Ruminiclostridium_siraeum,0.01061636481388327
Escherichia_coli/dysenteriae + Eubacterium_biforme,0.010532466381506046
Bacteroides_clarus + Bacteroides_coprocola,0.010438172907314655
Pseudomonas_stutzeri + Pseudomonas_veronii,0.010293401317305495
Selenomonas_sputigena + Senegalimassilia_anaerobia,0.010076063499400692
Alistipes_indistinctus + Alistipes_onderdonkii,0.009614394161470752
Luteimonas_lutimaris + Luteimonas_marina,0.009577676214465874
Enterobacter_pulveris + Enterobacter_sacchari,0.009555390534671982
Alistipes_Alistipes + Alistipes_finegoldii,0.009477520820009808
Bulleidia_p-1630-c5 + Burkholderia_acidipaludis,0.009379304657588907
Eubacterium_pyruvativorans + Eubacterium_ramulus,0.009359397704264808
Holdemania_massiliensis + Howardella_ureilytica,0.009325280194154684
Roseburia_hominis + Roseburia_intestinalis,0.009291864470660634
Bifidobacterium_dentium + Bifidobacterium_longum,0.009240793629147799
Fusobacterium_periodonticum + Fusobacterium_russii,0.00910113837891461
Acinetobacter_lwoffii + Acinetobacter_marinus,0.009000984023372304
Lactobacillus_delbrueckii + Lactobacillus_fermentum,0.008904376270119203
Fusobacterium_necrogenes + Fusobacterium_periodonticum,0.008887345300733311
Bifidobacterium_pseudocatenulatum + Bifidobacterium_ruminantium,0.008791057712340998
Ochrobactrum_pseudogrignonense + Odoribacter_splanchnicus,0.008757044215526345
Romboutsia_ilealis + Roseburia_cecicola,0.008755106122949401
Bacteroides_uniformis + Bacteroides_vulgatus,0.008625728735412173
Clostridium_celatum + Clostridium_chartatabidum,0.008530297507716951
Clostridium_lactatifermentans + Clostridium_lavalense,0.00827959626230505
Ruminococcus_flavefaciens + Ruminococcus_gauvreauii,0.008113525975495053
Pseudoduganella_violaceinigra + Pseudoflavonifractor_capillosus,0.00805117748511771
Acidaminococcus_fermentans + Acidaminococcus_intestini,0.00783085088987158
Shigella_sp. + Shuttleworthia_satelles,0.007771478344596987
Actinobacillus_parahaemolyticus + Actinobacillus_porcinus,0.007769980453484999
Parabacteroides_goldsteinii + Parabacteroides_gordonii,0.007686346723768798
Cronobacter_universalis + Daeguia_caeni,0.007667362391726949
Rhizobium_tarimense + Rhodanobacter_ginsengisoli,0.0075487281702949745
Peptostreptococcus_stomatis + Petrobacter_succinatimandens,0.00749257562440451
Blautia_luti + Blautia_obeum,0.007489007518628731
Alistipes_putredinis + Alistipes_senegalensis,0.007391019351952601
Finegoldia_magna + Flavisolibacter_sp.,0.007386033451729791
Clostridium_leptum + Clostridium_litorale,0.007306055468468524
Senegalimassilia_anaerobia + Serratia_liquefaciens,0.00720210056159043
Turicella_otitidis + Turicibacter_sanguinis,0.0071615383996628925
Shewanella_xiamenensis + Shigella_boydii,0.007161239266068104
Shigella_flexneri + Shigella_sonnei,0.0071366273468447105
Thermus_scotoductus + Thermus_thermophilus,0.007052308441842968
Veillonella_montpellierensis + Veillonella_parvula,0.007013916229934556
Bacteroides_xylanisolvens + Barnesiella_intestinihominis,0.0069890408923524265
Fusobacterium_gonidiaformans + Fusobacterium_mortiferum,0.006973587986987483
Alistipes_senegalensis + Alistipes_shahii,0.00676283332424956
Mucispirillum_schaedleri + Murdochiella_asaccharolytica,0.006751032681588505
Turicibacter_sanguinis + Undibacterium_pigrum,0.006654542463703011
Paracoccus_marcusii + Paracoccus_sp.,0.006612144270007699
Escherichia_albertii + Escherichia_coli,0.006605693826571769
Clostridium_butyricum + Clostridium_celatum,0.006534656624053997
Mannheimia_varigena + Maribacter_polysiphoniae,0.006389730207522164
Olsenella_umbonata + Opitutus_sp.,0.0063594321583922316
Oscillibacter_valericigenes + Oxalobacter_formigenes,0.006287012014551254
Pseudomonas_sp. + Pseudomonas_stutzeri,0.006117450327545645
Odoribacter_splanchnicus + Oligella_ureolytica,0.006016273109965745
Bulleidia_moorei + Bulleidia_p-1630-c5,0.005957185066613992
Slackia_exigua + Slackia_isoflavoniconvertens,0.00592188467155505
Bacteroides_sp. + Bacteroides_stercorirosoris,0.005905407209707909
Rhizobium_aggregatum + Rhizobium_pusense,0.005646889869191799
Veillonella_sp. + Victivallis_vadensis,0.005570837314478756
Trabulsiella_farmeri + Trabulsiella_odontotermitis,0.0055396699614776845
Marvinbryantia_formatexigens + Megamonas_funiformis,0.0053750879440639995
Akkermansia_muciniphila + Alcaligenes_faecalis,0.0052624240042965795
Succinatimonas_hippei + Succinivibrio_dextrinosolvens,0.005197499373188047
Klebsiella_singaporensis + Klebsiella_sp.,0.005186131886030741
Subdoligranulum_variabile + Succinatimonas_hippei,0.005178851035785803
Prevotella_timonensis + Propionibacterium_acnes,0.0051336149331739096
Corynebacterium_testudinoris + Corynebacterium_tuberculostearicum,0.005115686082947681
Geobacillus_vulcani + Geobacter_lovleyi,0.005109960581061827
Gemmiger_formicilis + Geobacillus_lituanicus,0.005049078742116069
Brevundimonas_terrae + Bulleidia_moorei,0.004927621217518826
Clostridium_septicum + Clostridium_sordellii,0.00491248142535797
Veillonella_atypica + Veillonella_dispar,0.004864209388423727
Veillonella_alcalescens + Veillonella_atypica,0.004723048438358348
Filifactor_alocis + Finegoldia_magna,0.00457883657115917
Treponema_succinifaciens + Turicella_otitidis,0.004483033832925346
Brevundimonas_halotolerans + Brevundimonas_terrae,0.004479982302261998
Subdoligranulum_sp. + Subdoligranulum_variabile,0.004305770304033465
Clostridium_chartatabidum + Clostridium_chromiireducens,0.004293681766837548
Alteromonas_sp. + Anaerobaculum_mobile,0.00426152188625553
Kingella_potus + Klebsiella_oxytoca,0.004256100232661499
Photobacterium_damselae + Photobacterium_indicum,0.0042536127236883275
Aggregatibacter_actinomycetemcomitans + Aggregatibacter_aphrophilus,0.00416317588696356
Geobacillus_lituanicus + Geobacillus_sp.,0.00407620489493576
Alistipes_shahii + Alistipes_sp.,0.004048414787300959
Lactobacillus_salivarius + Lactobacillus_secaliphilus,0.004033661581445689
Veillonella_dispar + Veillonella_magna,0.004029712272650303
Megasphaera_elsdenii + Megasphaera_genomosp.,0.004017408051974038
Clostridium_nexile + Clostridium_paraputrificum,0.003971448930629889
Fusobacterium_sp. + Fusobacterium_ulcerans,0.0038582610178853867
Nocardioides_ginsengagri + Nocardioides_hwasunensis,0.003667064394145569
Solobacterium_moorei + _natans,0.0036332965602913834
Solibacillus_silvestris + Solobacterium_moorei,0.0036327684590803607
Bacillus_ginsengihumi + Bacillus_kochii,0.0035645022774084363
Rothia_dentocariosa + Rothia_mucilaginosa,0.0035263962829824645
Clostridium_hathewayi + Clostridium_hiranonis,0.0035080627563347125
Eubacterium_callanderi + Eubacterium_coprostanoligenes,0.0034633061504147867
Weissella_confusa + Weissella_hellenica,0.003411513062007486
Bacteroides_faecichinchillae + Bacteroides_faecis,0.003407949537488064
Rothia_mucilaginosa + Rubellimicrobium_roseum,0.003283987538176183
Murdochiella_asaccharolytica + Murdochiella_sp.,0.0031920625526116256
Cronobacter_malonaticus + Cronobacter_sakazakii,0.003192045919764762
Erwinia_sp. + Erythromicrobium_ramosum,0.0031834414538701146
Pseudoflavonifractor_capillosus + Pseudogulbenkiania_subflava,0.0031190144788679824
Blautia_stercoris + Blautia_torques,0.003114045087194907
Comamonas_terrae + Coprobacillus_cateniformis,0.0030905109042889487
Pseudacidovorax_intermedius + Pseudobutyrivibrio_ruminis,0.003072692901875367
Escherichia_coli + Escherichia_sp.,0.003058316160054312
Acholeplasma_modicum + Acidaminococcus_fermentans,0.0030185167880040584
Acidisphaera_sp. + Acidithiobacillus_ferrivorans,0.003004812213513992
Streptococcus_peroris + Streptococcus_pleomorphus,0.0028962976596334867
Allisonella_histaminiformans + Alloscardovia_omnicolens,0.002891115153879904
Acidovorax_soli + Acinetobacter_baumannii,0.0027685772508075344
Clostridium_neonatale + Clostridium_nexile,0.0027185368664749405
Clostridium_sporosphaeroides + Clostridium_tertium,0.00265908582825487
Bacteroides_faecis + Bacteroides_finegoldii,0.0026398820555807575
Pyramidobacter_piscolens + Ralstonia_pickettii,0.002630330446609197
Butyricimonas_synergistica + Butyricimonas_virosa,0.002603681337515337
Oxalobacter_formigenes + Pannonibacter_phragmitetus,0.002554689572324525
Enterobacter_helveticus + Enterobacter_hormaechei,0.0025101607829982925
Actinomyces_massiliensis + Actinomyces_meyeri,0.0024960785671992933
Erwinia_rhapontici + Erwinia_sp.,0.0024591700849274246
Victivallis_vadensis + Virgibacillus_byunsanensis,0.002415988392198313
Eubacterium_ramulus + Eubacterium_rectale,0.0024121979085715032
Negativicoccus_succinicivorans + Neisseria_bacilliformis,0.0023706515972274
Anoxybacillus_sp. + Anoxybacillus_tengchongensis,0.0023583669511118965
Cellulosilyticum_ruminicola + Cellvibrio_fulvus,0.002195441030977373
Salmonella_enterica + Salmonella_subterranea,0.002193106120355973
Atopobium_parvulum + Atopobium_rimae,0.0021686231963082216
Fusobacterium_russii + Fusobacterium_sp.,0.002120172456292439
Rhodanobacter_ginsengisoli + Rhodanobacter_sp.,0.002003745753858806
Morganella_morganii + Moryella_indoligenes,0.001983900383192832
Enterobacter_cloacae + Enterobacter_helveticus,0.001945880203751726
Anaerostipes_sp. + Anaerotruncus_colihominis,0.0019162955288589754
Neisseria_oralis + Neisseria_perflava,0.0018974477148918857
Pseudoxanthomonas_taiwanensis + Pyramidobacter_piscolens,0.0018728988296615662
Dorea_formicigenerans + Dorea_longicatena,0.0018641949963522173
Shigella_sonnei + Shigella_sp.,0.0018396398554552849
Clostridium_ramosum + Clostridium_rectum,0.0018009925214543807
Alistipes_finegoldii + Alistipes_indistinctus,0.0017790117398423168
Olsenella_genomosp. + Olsenella_sp.,0.0017607118054636783
Peptoniphilus_Peptoniphilus + Peptostreptococcus_anaerobius,0.0017605389175217078
Veillonella_rogosae + Veillonella_sp.,0.0017598808400690715
Peptoniphilus_koenoeneniae + Peptoniphilus_lacrimalis,0.001721725861673567
Sneathia_sanguinegens + Sneathiella_glossodoripedis,0.0017033096722345585
Enterobacter_soli + Enterobacter_sp.,0.0016549026615361262
Haemophilus_haemolyticus + Haemophilus_influenzae,0.001651884450090768
Corynebacterium_tuberculostearicum + Cronobacter_dublinensis,0.0016414987539529876
Paraeggerthella_hongkongensis + Paraprevotella_clara,0.0015282544961489602
Eubacterium_coprostanoligenes + Eubacterium_dolichum,0.0014779719222633365
Neisseria_flavescens + Neisseria_oralis,0.0014746372032442747
Enterobacter_hormaechei + Enterobacter_kobei,0.0014371615538994911
Enterobacter_sp. + Enterobacter_turicensis,0.0014228195040928886
Eubacterium_xylanophilum + Facklamia_hominis,0.001419501019572379
Stomatobaculum_longum + Streptococcus_alactolyticus,0.0013971016463369902
Pasteurella_pneumotropica + Pectobacterium_carotovorum,0.0013676106146234364
Escherichia_vulneris + Escherichia_coli/dysenteriae,0.0013597993583027404
Acidithiobacillus_ferrivorans + Acidithiobacillus_ferrooxidans,0.001320132925540332
Helicobacter_sp. + Holdemania_filiformis,0.0013150818446681072
Eubacterium_tarantellae + Eubacterium_tenue,0.0013047640405825357
Brevibacterium_daeguense + Brevibacterium_luteolum,0.001295108968172165
Clostridium_aldenense + Clostridium_aminophilum,0.0012939410539555677
Sphingomonas_yabuuchiae + Sporobacterium_sp.,0.0012670680986308267
Aeribacillus_pallidus + Aerococcus_urinaeequi,0.0012563984608583256
Parvimonas_micra + Pasteurella_pneumotropica,0.0012502259070299683
Ensifer_adhaerens + Enterobacter_aerogenes,0.0011698332957687397
Clostridium_innocuum + Clostridium_intestinale,0.0011156451653441004
Abiotrophia_defectiva + Acetanaerobacterium_elongatum,0.0010497598146406652
Alkanindiges_illinoisensis + Allisonella_histaminiformans,0.0010451743650378498
Butyricicoccus_pullicaecorum + Butyricimonas_sp.,0.001025184316961544
Streptococcus_lactarius + Streptococcus_luteciae,0.0010034829510090046
Eubacterium_ruminantium + Eubacterium_saphenum,0.0009999773091623903
Enterobacter_mori + Enterobacter_oryzendophyticus,0.0009860117963573169
Acinetobacter_baumannii + Acinetobacter_bouvetii,0.0009460222119984415
Helcococcus_sueciensis + Helicobacter_cinaedi,0.0009356092357018797
Ramlibacter_tataouinensis + Raoultella_ornithinolytica,0.0008749838448180007
Clostridium_scindens + Clostridium_septicum,0.0008488102713120489
Dolosigranulum_pigrum + Dorea_Dorea,0.0008397049349991589
Rhizobacter_fulvus + Rhizobium_aggregatum,0.0008380837401529652
Eubacterium_sulci + Eubacterium_tarantellae,0.0008222602299292016
Escherichia_sp. + Escherichia_vulneris,0.0007838803519563413
Mannheimia_granulomatis + Mannheimia_varigena,0.0007368130396756423
Bacteroides_eggerthii + Bacteroides_faecichinchillae,0.0007315904712086188
Haemophilus_aegyptius + Haemophilus_haemolyticus,0.0007098910957242538
Selenomonas_infelix + Selenomonas_noxia,0.0006986903501418454
Granulicatella_adiacens + Granulicatella_elegans,0.0006590277678402805
Mitsuokella_sp. + Moraxella_atlantae,0.0006413815840985538
Clostridium_bolteae + Clostridium_butyricum,0.0005805764634276182
Cardiobacterium_valvarum + Castellaniella_sp.,0.0005337692890284709
Thermomonas_hydrothermalis + Thermus_scotoductus,0.0005170160653388494
Sideroxydans_lithotrophicus + Simonsiella_muelleri,0.0005058288068923352
Acetanaerobacterium_elongatum + Acetobacter_peroxydans,0.00046846393342978585
Cloacibacillus_evryensis + Cloacibacillus_porcorum,0.0004414397358684008
Dysgonomonas_capnocytophagoides + Eggerthella_lenta,0.00042911058660318575
Magnetospirillum_gryphiswaldense + Magnetovibrio_blakemorei,0.0004066426508919033
Arthrobacter_sp. + Atopobium_parvulum,4.2866754819221266e-05
Bacillus_flexus + Bacillus_ginsengihumi,2.9874444670226844e-05
